Experience,Job Type,Location,Education Level,Major,Level,Industry,Salary_in_USD
3.0,Full-time,UAE,Bachelor,Other,Unknown,Other,613.0790190735695
1.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,408.71934604904635
0.0,Full-time,UAE,Unknown,Other,Junior,Retail,422.34332425068123
3.0,Full-time,UAE,Unknown,Business,Unknown,Other,1907.356948228883
3.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Construction,517.7111716621254
0.0,Full-time,UAE,Unknown,Other,Unknown,Retail,749.3188010899183
1.0,Full-time,UAE,Bachelor,Business,Unknown,Finance,544.9591280653951
0.0,Full-time,UAE,Unknown,Other,Junior,Hospitality,395.09536784741147
4.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,885.5585831062671
1.0,Full-time,UAE,Unknown,Other,Unknown,Retail,885.5585831062671
2.0,Full-time,Egypt,Bachelor,Business,Unknown,Finance,6750.0
4.0,Full-time,Unknown,Bachelor,Business,Mid,Education,5543.5
3.0,Full-time,UAE,Bachelor,Other,Unknown,Hospitality,613.0790190735695
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Construction,544.9591280653951
3.0,Full-time,Unknown,Unknown,IT & Computer Science,Lead,Technology,15000.0
1.0,Full-time,Unknown,Unknown,Other,Unknown,Technology,3079.0
1.0,Full-time,UAE,Unknown,IT & Computer Science,Executive,Other,817.4386920980927
8.0,Full-time,Unknown,Unknown,Other,Mid,Construction,12000.0
10.0,Full-time,UAE,Bachelor,Business,Unknown,Other,12500.0
0.0,Full-time,Saudi Arabia,Unknown,IT & Computer Science,Unknown,Services,2250.0
0.0,Full-time,Unknown,Unknown,IT & Computer Science,Unknown,Other,2250.0
1.0,Full-time,UAE,Diploma,Other,Unknown,Retail,653.9509536784742
0.0,Full-time,Unknown,Unknown,Business,Executive,Other,15000.0
0.0,Full-time,China,Doctorate,Business,Academic,Technology,50000.0
10.0,Full-time,Unknown,Unknown,Finance & Accounting,Executive,Real Estate,587500.0
5.0,Unknown,Unknown,Unknown,Other,Manager,Other,19000.0
0.0,Full-time,UAE,Unknown,Business,Unknown,Other,953.6784741144415
3.0,Full-time,UAE,College,Business,Unknown,Other,1021.7983651226159
0.0,Full-time,UAE,Unknown,Business,Junior,Other,953.6784741144415
1.0,Full-time,UAE,High School,Other,Junior,Other,817.4386920980927
3.0,Full-time,UAE,Bachelor,Other,Unknown,Other,1158.0381471389646
0.0,Full-time,UAE,Unknown,Business,Manager,Manufacturing,1498.6376021798367
2.0,Full-time,UAE,Master,Other,Unknown,Other,953.6784741144415
5.0,Full-time,UAE,Unknown,Business,Manager,Other,2997.2752043596734
1.0,Full-time,UAE,Unknown,Other,Unknown,Other,817.574931880109
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,1089.9182561307903
2.0,Full-time,UAE,Unknown,Other,Volunteer,Healthcare,1498.6376021798367
10.0,Full-time,UAE,Bachelor,Food & Beverage,Manager,Food & Beverage,6130.790190735695
2.0,Full-time,Unknown,Unknown,Business,Unknown,Technology,912.8065395095368
3.0,Full-time,UAE,Bachelor,Business,Unknown,Manufacturing,1158.0381471389646
0.0,Full-time,UAE,Bachelor,Other,Executive,Construction,749.3188010899183
4.0,Full-time,UAE,Bachelor,Business,Executive,Human Resources,1226.158038147139
2.0,Full-time,UAE,Diploma,Real Estate & Construction,Unknown,Advertising,517.7111716621254
0.0,Full-time,Unknown,Bachelor,Business,Manager,Retail,5449.591280653952
2.0,Full-time,UAE,Bachelor,Education & Teaching,Executive,Education,953.6784741144415
3.0,Full-time,UAE,High School,Business,Assistant,Technology,1089.9182561307903
2.0,Full-time,UAE,Unknown,Business,Assistant,Technology,2179.8365122615805
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Manager,Healthcare,1089.9182561307903
2.0,Full-time,UAE,Unknown,Other,Unknown,Other,749.3188010899183
4.0,Full-time,UAE,Unknown,Other,Lead,Technology,2043.5967302452318
4.0,Full-time,UAE,Unknown,Other,Lead,Retail,1771.1171662125341
5.0,Full-time,UAE,Bachelor,Sales & Marketing,Unknown,Technology,1498.6376021798367
5.0,Full-time,UAE,Unknown,IT & Computer Science,Assistant,Technology,3950.953678474115
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Assistant,Retail,681.198910081744
3.0,Full-time,UAE,Unknown,Business,Assistant,Cosmetics,817.4386920980927
0.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Technology,2452.316076294278
1.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Other,953.6784741144415
3.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Manufacturing,613.0790190735695
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Junior,Real Estate,1226.158038147139
3.0,Full-time,UAE,Diploma,Real Estate & Construction,Senior,Advertising,517.7111716621254
0.0,Full-time,UAE,Unknown,Other,Senior,Hospitality,749.3188010899183
1.0,Full-time,UAE,Unknown,Healthcare & Nursing,Unknown,Healthcare,1089.9182561307903
3.0,Full-time,UAE,Bachelor,Other,Intern,Education,1089.9182561307903
3.0,Full-time,MENA,Unknown,Business,Assistant,Manufacturing,885.5585831062671
3.0,Full-time,UAE,Bachelor,Other,Unknown,Other,1362.397820163488
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,1021.7983651226159
2.0,Full-time,UAE,Diploma,Other,Unknown,Advertising,572.2070844686649
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Manufacturing,749.3188010899183
1.0,Full-time,UAE,Bachelor,Finance & Accounting,Unknown,Finance,953.6784741144415
5.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Technology,1634.8773841961854
0.0,Full-time,UAE,Unknown,Business,Junior,Other,408.71934604904635
3.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Technology,1089.9182561307903
2.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Technology,1226.158038147139
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1634.8773841961854
2.0,Full-time,UAE,Unknown,Other,Executive,Retail,1634.8773841961854
2.0,Full-time,UAE,Bachelor,Real Estate & Construction,Senior,Real Estate,681.198910081744
0.0,Full-time,UAE,Unknown,Other,Assistant,Other,1362.397820163488
0.0,Full-time,UAE,Unknown,IT & Computer Science,Manager,Technology,3133.514986376022
0.0,Full-time,Unknown,Bachelor,Business,Senior,Healthcare,1226.158038147139
2.0,Full-time,UAE,Unknown,Business,Executive,Other,1089.9182561307903
0.0,Full-time,UAE,Bachelor,Other,Senior,Travel,953.6784741144415
5.0,Full-time,UAE,Bachelor,Engineering & Technology,Manager,Manufacturing,1634.8773841961854
2.0,Full-time,UAE,High School,IT & Computer Science,Unknown,Advertising,585.8310626702997
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Retail,613.0790190735695
0.0,Full-time,UAE,Unknown,Other,Unknown,Retail,1226.158038147139
2.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Finance,1089.9182561307903
0.0,Full-time,UAE,Unknown,IT & Computer Science,Assistant,Other,1158.0381471389646
2.0,Full-time,UAE,Unknown,IT & Computer Science,Mid,Technology,1498.6376021798367
3.0,Full-time,UAE,Unknown,Other,Unknown,Retail,817.4386920980927
0.0,Full-time,UAE,Unknown,Other,Senior,Food & Beverage,844.6866485013625
2.0,Full-time,UAE,Unknown,Other,Unknown,Real Estate,1362.397820163488
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Manager,Real Estate,3678.4741144414174
0.0,Full-time,UAE,High School,Other,Junior,Retail,735.6948228882834
0.0,Full-time,UAE,Unknown,Other,Junior,Retail,817.4386920980927
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Real Estate,1362.397820163488
0.0,Full-time,UAE,High School,IT & Computer Science,Unknown,Security,613.0790190735695
1.0,Full-time,Iran,Unknown,IT & Computer Science,Assistant,Real Estate,613.0790190735695
2.0,Full-time,UAE,High School,Real Estate & Construction,Unknown,Advertising,572.2070844686649
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Junior,Real Estate,1362.397820163488
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Manufacturing,476.83923705722077
5.0,Unknown,Unknown,Unknown,IT & Computer Science,Junior,Other,6403.269754768393
2.0,Full-time,UAE,Unknown,Other,Executive,Manufacturing,1771.1171662125341
1.0,Full-time,UAE,Unknown,Business,Junior,Other,476.83923705722077
1.0,Full-time,UAE,Unknown,Business,Junior,Retail,681.198910081744
2.0,Full-time,UAE,Diploma,Engineering & Technology,Unknown,Hospitality,681.198910081744
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Junior,Real Estate,1089.9182561307903
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Real Estate,2724.795640326976
3.0,Full-time,UAE,Diploma,IT & Computer Science,Senior,Other,1351.0899182561309
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1362.397820163488
2.0,Full-time,UAE,Bachelor,Education & Teaching,Unknown,Education,1226.158038147139
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1430.5177111716623
3.0,Unknown,Unknown,Unknown,Other,Manager,Other,1362.397820163488
0.0,Full-time,UAE,Unknown,Other,Junior,Other,1089.9182561307903
0.0,Full-time,UAE,Unknown,Business,Manager,Real Estate,1498.6376021798367
1.0,Full-time,UAE,Bachelor,Other,Junior,Retail,1021.7983651226159
3.0,Full-time,UAE,Diploma,Engineering & Technology,Unknown,Construction,1089.9182561307903
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Real Estate,1634.8773841961854
2.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Retail,817.574931880109
1.0,Full-time,UAE,Bachelor,Other,Unknown,Retail,1021.7983651226159
2.0,Full-time,UAE,Unknown,Other,Executive,Retail,681.198910081744
10.0,Full-time,UAE,Bachelor,Real Estate & Construction,Manager,Construction,1634.8773841961854
0.0,Part-time,UAE,Unknown,Business,Manager,Other,190.7356948228883
3.0,Full-time,UAE,Master,Other,Manager,Technology,2588.555858310627
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Real Estate,817.4386920980927
10.0,Full-time,UAE,Unknown,Other,Senior,Law,2724.795640326976
5.0,Full-time,UAE,Diploma,Other,Manager,Other,2452.316076294278
3.0,Full-time,UAE,Bachelor,Sales & Marketing,Manager,Retail,1498.6376021798367
1.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Real Estate,613.0790190735695
3.0,Full-time,UAE,Unknown,Engineering & Technology,Senior,Other,544.9591280653951
2.0,Full-time,UAE,Unknown,Healthcare & Nursing,Senior,Healthcare,1702.9972752043598
2.0,Full-time,UAE,Unknown,Healthcare & Nursing,Unknown,Healthcare,1566.757493188011
3.0,Full-time,UAE,Unknown,Healthcare & Nursing,Lead,Healthcare,749.3188010899183
1.0,Full-time,UAE,Bachelor,Business,Unknown,Retail,2724.795640326976
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,749.3188010899183
1.0,Full-time,UAE,Bachelor,Finance & Accounting,Unknown,Banking,953.6784741144415
0.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Manufacturing,476.83923705722077
2.0,Full-time,UAE,Bachelor,Other,Executive,Construction,1158.0381471389646
4.0,Full-time,UAE,Unknown,Sales & Marketing,Manager,Retail,2724.795640326976
0.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Retail,3814.713896457766
2.0,Full-time,UAE,Bachelor,IT & Computer Science,Executive,Technology,817.4386920980927
3.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Construction,544.9591280653951
1.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Real Estate,1634.8773841961854
2.0,Full-time,UAE,Unknown,Other,Assistant,Construction,544.9591280653951
2.0,Full-time,UAE,Diploma,Healthcare & Nursing,Unknown,Healthcare,1771.1171662125341
0.0,Full-time,Unknown,Bachelor,Other,Senior,Food & Beverage,2043.5967302452318
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Real Estate,953.6784741144415
4.0,Full-time,UAE,Diploma,IT & Computer Science,Executive,Construction,681.198910081744
1.0,Full-time,UAE,Bachelor,Other,Lead,Finance,1226.158038147139
2.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Food & Beverage,885.5585831062671
0.0,Full-time,UAE,Unknown,Business,Executive,Other,2724.795640326976
1.0,Full-time,UAE,Unknown,Business,Unknown,Real Estate,2179.8365122615805
0.0,Full-time,UAE,Doctorate,Healthcare & Nursing,Senior,Healthcare,6130.790190735695
2.0,Full-time,UAE,High School,Business,Support,Other,1089.9182561307903
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Manufacturing,517.7111716621254
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1226.158038147139
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,2179.8365122615805
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Management,1875.2043596730248
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Assistant,Real Estate,490.46321525885566
2.0,Unknown,Unknown,Unknown,IT & Computer Science,Executive,Other,1362.397820163488
5.0,Full-time,Unknown,Unknown,Other,Senior,Construction,749.3188010899183
5.0,Full-time,UAE,Unknown,Business,Unknown,Technology,5449.591280653952
3.0,Full-time,UAE,Bachelor,Other,Executive,Retail,2043.5967302452318
2.0,Full-time,UAE,Unknown,Business,Junior,Technology,1021.7983651226159
2.0,Full-time,Unknown,Unknown,IT & Computer Science,Lead,Technology,4632.1525885558585
0.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Other,476.83923705722077
2.0,Full-time,UAE,Unknown,Other,Manager,Other,1498.6376021798367
1.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Retail,1226.158038147139
1.0,Full-time,UAE,High School,Food & Beverage,Unknown,Hospitality,408.71934604904635
0.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Retail,3814.713896457766
2.0,Full-time,UAE,Unknown,Other,Manager,Retail,1226.158038147139
1.0,Full-time,UAE,Unknown,Business,Executive,Retail,953.6784741144415
0.0,Full-time,UAE,Unknown,Business,Junior,Healthcare,613.0790190735695
1.0,Full-time,UAE,Unknown,Other,Executive,Other,1634.8773841961854
0.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Retail,749.3188010899183
2.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Technology,749.3188010899183
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,2792.9155313351503
5.0,Full-time,UAE,Bachelor,Business,Manager,Real Estate,2724.795640326976
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Senior,Healthcare,1771.1171662125341
1.0,Full-time,UAE,Unknown,Other,Executive,Retail,1634.8773841961854
5.0,Full-time,UAE,Unknown,Other,Assistant,Retail,544.9591280653951
0.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Technology,3133.514986376022
2.0,Full-time,UAE,Unknown,Healthcare & Nursing,Senior,Healthcare,1771.1171662125341
3.0,Full-time,UAE,Unknown,Business,Assistant,Other,544.9591280653951
4.0,Unknown,Unknown,Unknown,IT & Computer Science,Assistant,Other,1656.4032697547686
0.0,Full-time,UAE,Bachelor,Education & Teaching,Unknown,Education,1226.158038147139
3.0,Full-time,UAE,Bachelor,Business,Assistant,Other,1079.0190735694823
4.0,Unknown,Unknown,Unknown,Business,Lead,Other,5200.953678474115
1.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Real Estate,408.71934604904635
0.0,Full-time,UAE,Bachelor,Business,Unknown,Real Estate,613.0790190735695
4.0,Unknown,Unknown,Unknown,Business,Executive,Other,1168.1198910081746
1.0,Full-time,UAE,Unknown,Other,Unknown,Real Estate,544.9591280653951
2.0,Full-time,UAE,Bachelor,Other,Lead,Other,1362.397820163488
2.0,Full-time,UAE,Bachelor,Business,Mid,Other,1021.7983651226159
7.0,Full-time,UAE,Bachelor,IT & Computer Science,Lead,Technology,3133.242506811989
0.0,Full-time,UAE,Diploma,Business,Manager,Technology,1294.2779291553136
2.0,Full-time,UAE,High School,Real Estate & Construction,Senior,Manufacturing,408.71934604904635
0.0,Unknown,Unknown,Unknown,IT & Computer Science,Senior,Other,5200.953678474115
5.0,Full-time,UAE,Unknown,Real Estate & Construction,Manager,Other,1771.1171662125341
1.0,Full-time,UAE,Unknown,Other,Unknown,Other,1430.5177111716623
0.0,Full-time,UAE,Bachelor,Other,Unknown,Travel,817.4386920980927
5.0,Full-time,UAE,Diploma,Engineering & Technology,Unknown,Manufacturing,2043.5967302452318
0.0,Full-time,UAE,Unknown,IT & Computer Science,Assistant,Other,4904.632152588556
5.0,Full-time,UAE,Bachelor,IT & Computer Science,Manager,Technology,2631.607629427793
5.0,Full-time,UAE,Bachelor,Other,Unknown,Other,1074.3869209809266
3.0,Full-time,UAE,Bachelor,Business,Senior,Other,681.198910081744
0.0,Full-time,UAE,Bachelor,Education & Teaching,Assistant,Education,953.6784741144415
3.0,Full-time,UAE,Bachelor,IT & Computer Science,Mid,Technology,3133.242506811989
0.0,Full-time,UAE,Unknown,Business,Manager,Construction,544.9591280653951
2.0,Full-time,UAE,Unknown,Business,Assistant,Services,354.22343324250687
5.0,Full-time,UAE,Bachelor/Master,Business,Manager,Other,1907.356948228883
2.0,Full-time,UAE,Unknown,Other,Unknown,Healthcare,709.4005449591282
1.0,Full-time,UAE,Unknown,Business,Lead,Hospitality,517.7111716621254
2.0,Full-time,UAE,Bachelor,Real Estate & Construction,Unknown,Real Estate,544.9591280653951
2.0,Full-time,UAE,Diploma,Other,Senior,Healthcare,1771.1171662125341
4.0,Full-time,UAE,Unknown,Food & Beverage,Senior,Food & Beverage,1498.6376021798367
4.0,Full-time,UAE,Unknown,Other,Senior,Food & Beverage,1771.1171662125341
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1771.1171662125341
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,2179.8365122615805
6.0,Full-time,UAE,Unknown,Other,Senior,Hospitality,1634.8773841961854
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1771.1171662125341
1.0,Full-time,UAE,Doctorate,Other,Senior,Healthcare,8299.273387829246
2.0,Full-time,UAE,Unknown,Other,Manager,Real Estate,885.5585831062671
0.0,Part-time,UAE,Unknown,Business,Manager,Other,190.7356948228883
5.0,Full-time,UAE,Unknown,IT & Computer Science,Manager,Manufacturing,953.6784741144415
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Real Estate,2838.3287920072667
2.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Food & Beverage,681.198910081744
0.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Other,749.3188010899183
2.0,Full-time,UAE,Bachelor,Business,Unknown,Manufacturing,517.7111716621254
1.0,Full-time,UAE,Bachelor,Other,Unknown,Education,885.5585831062671
1.0,Full-time,UAE,Unknown,Business,Lead,Hospitality,517.7111716621254
2.0,Full-time,UAE,Unknown,Business,Manager,Agriculture,2043.5967302452318
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Construction,953.6784741144415
3.0,Full-time,UAE,Unknown,Business,Manager,Agriculture,1089.9182561307903
5.0,Full-time,UAE,Bachelor,Other,Unknown,Advertising/Marketing,3542.2343324250683
0.0,Full-time,UAE,Unknown,Other,Unknown,Hospitality,476.83923705722077
2.0,Full-time,UAE,Unknown,Other,Unknown,Other,1226.158038147139
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Technology,3269.754768392371
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Executive,Other,885.5585831062671
0.0,Full-time,UAE,Unknown,Business,Executive,Other,544.9591280653951
0.0,Freelance,UAE,Unknown,Other,Unknown,Other,1362.397820163488
1.0,Full-time,UAE,Unknown,Other,Senior,Healthcare,885.5585831062671
0.0,Full-time,UAE,High School,Engineering & Technology,Unknown,Other,613.0790190735695
2.0,Full-time,UAE,Unknown,Business,Assistant,Other,817.4386920980927
4.0,Full-time,Unknown,Bachelor,Business,Unknown,Other,1975.4768392370574
0.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Retail,817.4386920980927
0.0,Full-time,UAE,Unknown,Food & Beverage,Junior,Hospitality,817.4386920980927
3.0,Full-time,UAE,High School,IT & Computer Science,Assistant,Food & Beverage,544.9591280653951
